NP_001288811.1 NP_186887.1
XP_009116117.1 NP_566997.1
XP_009116119.1 NP_190999.1
XP_009116120.1 NP_001030857.1
XP_009116122.1 NP_191002.1
XP_009116123.1 NP_001327012.1
XP_009116124.1 NP_001327946.1
XP_009116126.1 NP_195140.5
XP_009116128.1 NP_191010.1
XP_009116129.3 NP_191011.1
XP_009116130.1 NP_974431.2
XP_009116132.1 NP_001118837.1
XP_009116133.2 NP_973485.1
XP_009116134.1 NP_001327731.1
XP_009116138.1 NP_567003.2
XP_009116139.1 NP_191024.1
XP_009116140.1 NP_567004.1
XP_009116141.1 NP_567005.2
XP_009116142.1 NP_191026.1
XP_009116144.1 NP_001319748.1
XP_009116145.1 NP_567006.1
XP_009116147.2 NP_567007.1
XP_009116150.1 NP_191035.2
XP_009116154.2 NP_191037.1
XP_009116158.1 NP_191041.1
XP_009116159.1 NP_191042.1
XP_009116162.1 NP_180180.3
XP_009116164.1 NP_567008.1
XP_009116165.1 NP_191045.2
XP_009116166.1 NP_567009.1
XP_009116172.1 NP_191048.1
XP_009116178.1 NP_001326426.1
XP_009116189.1 NP_001326910.1
XP_009116190.1 NP_567010.5
XP_009116191.2 NP_191055.1
XP_009116193.1 NP_191056.2
XP_009116194.1 NP_567011.1
XP_009116195.2 NP_001325869.1
XP_009116196.1 NP_191059.2
XP_009116202.1 NP_191064.1
XP_009116212.1 NP_191071.1
XP_009116213.1 NP_191072.1
XP_009116220.1 NP_191078.1
XP_009116221.1 NP_191084.1
XP_009116222.1 NP_191085.1
XP_009116227.1 NP_191094.1
XP_009116228.1 NP_191095.1
XP_009116229.2 NP_191096.1
XP_009116230.1 NP_974442.1
XP_009116232.1 NP_191100.1
XP_009116233.1 NP_191099.1
XP_009116239.1 NP_191105.2
XP_009116242.1 NP_001078296.1
XP_009116243.1 NP_974443.4
XP_009116248.1 NP_567023.1
XP_009116251.1 NP_001327833.1
XP_009116253.1 NP_191112.1
XP_009116260.1 NP_191117.1
XP_009116262.1 NP_191120.2
XP_009116264.1 NP_567026.3
XP_009116266.1 NP_001319759.1
XP_009116271.1 NP_191125.1
XP_009116272.1 NP_191129.1
XP_009116273.1 NP_191132.1
XP_009116274.1 NP_191131.1
XP_009116277.2 NP_001319762.1
XP_009116279.1 NP_191141.1
XP_009116280.1 NP_191143.1
XP_009116282.1 NP_191142.1
XP_009116284.2 NP_001325433.1
XP_009116285.1 NP_567029.1
XP_009116286.1 NP_191153.1
XP_009116287.1 NP_191154.1
XP_009116292.1 NP_567030.1
XP_009116293.1 NP_191158.1
XP_009116294.1 NP_191159.2
XP_009116297.2 NP_567031.1
XP_009116299.2 NP_191162.2
XP_009116300.1 NP_001078300.1
XP_009116302.2 NP_567032.1
XP_009116305.1 NP_001319764.1
XP_009116308.1 NP_001190100.1
XP_009116309.1 NP_567034.1
XP_009116310.1 NP_567035.1
XP_009116311.1 NP_001030871.1
XP_009116312.1 NP_199948.1
XP_009116313.2 NP_001190102.1
XP_009116314.1 NP_001326519.1
XP_009116315.1 NP_567036.1
XP_009116316.1 NP_001326876.1
XP_009116318.1 NP_001078302.1
XP_009116319.1 NP_191179.1
XP_009116321.1 NP_191182.1
XP_009116323.1 NP_001190104.1
XP_009116325.1 NP_191186.1
XP_009116328.1 NP_191190.2
XP_009116333.1 NP_001327113.1
XP_009116337.1 NP_191192.1
XP_009116338.1 NP_191193.1
XP_009116339.1 NP_191194.1
XP_009116340.1 NP_191195.1
XP_009116341.1 NP_191196.1
XP_009116343.1 NP_567037.1
XP_009116347.1 NP_191203.2
XP_009116349.1 NP_191206.1
XP_009116350.1 NP_567038.1
XP_009116351.1 NP_001030873.1
XP_009116352.1 NP_001319768.1
XP_009116353.1 NP_191216.1
XP_009116360.1 NP_001118848.1
XP_009116362.1 NP_001327285.1
XP_009116366.1 NP_191223.2
XP_009116367.2 NP_191228.1
XP_009116368.1 NP_001326776.1
XP_009116370.1 NP_001325423.1
XP_009116371.1 NP_001190106.1
XP_009116372.1 NP_191231.2
XP_009116374.1 NP_191234.1
XP_009116375.1 NP_191233.1
XP_009116378.2 NP_567041.1
XP_009116383.1 NP_191244.1
XP_009116384.3 NP_001319771.1
XP_009116386.1 NP_001190109.1
XP_009116388.1 NP_001326253.1
XP_009116389.1 NP_191247.1
XP_009116390.1 NP_001118849.1
XP_009116391.1 NP_191250.1
XP_009116392.1 NP_191249.2
XP_009116393.2 NP_191251.2
XP_009116399.1 NP_001319773.1
XP_009116402.1 NP_191258.2
XP_009116403.1 NP_191259.1
XP_009116408.1 NP_191262.2
XP_009116413.1 NP_001118850.1
XP_009116414.1 NP_567043.2
XP_009116415.1 NP_191267.1
XP_009116416.1 NP_566045.1
XP_009116419.1 NP_001327069.1
XP_009116420.2 NP_191271.2
XP_009116421.1 NP_191272.1
XP_009116423.1 NP_191276.2
XP_009116425.1 NP_191277.5
XP_009116426.1 NP_191278.2
XP_009116427.1 NP_191279.3
XP_009116428.1 NP_191281.1
XP_009116429.1 NP_001325845.1
XP_009116432.1 NP_567046.1
XP_009116434.3 NP_001319776.1
XP_009116435.1 NP_567955.1
XP_009116438.1 NP_191293.1
XP_009116440.1 NP_191295.4
XP_009116441.1 NP_191297.2
XP_009116442.1 NP_191298.1
XP_009116443.1 NP_191299.1
XP_009116444.2 NP_001319779.1
XP_009116445.1 NP_191302.2
XP_009116446.2 NP_191303.2
XP_009116447.1 NP_001319780.1
XP_009116450.2 NP_191309.2
XP_009116451.1 NP_191310.1
XP_009116453.1 NP_191311.1
XP_009116455.1 NP_191312.2
XP_009116456.1 NP_567050.1
XP_009116464.1 NP_191316.5
XP_009116466.1 NP_191320.1
XP_009116467.1 NP_188135.1
XP_009116469.1 NP_567052.1
XP_009116470.2 NP_001325828.1
XP_009116472.2 NP_191327.4
XP_009116478.1 NP_566501.1
XP_009116480.1 NP_850745.1
XP_009116481.1 NP_001325830.1
XP_009116482.1 NP_001078307.1
XP_009116483.1 NP_001326829.1
XP_009116484.1 NP_191345.1
XP_009116487.2 NP_567059.1
XP_009116491.1 NP_191353.2
XP_009116494.1 NP_001327838.1
XP_009116495.1 NP_191357.2
XP_009116499.1 NP_191361.2
XP_009116503.1 NP_191366.1
XP_009116507.1 NP_191376.1
XP_009116508.1 NP_567062.1
XP_009116509.1 NP_188123.1
XP_009116510.2 NP_191378.1
XP_009116525.1 NP_567064.1
XP_009116526.1 NP_567065.1
XP_009116529.1 NP_567066.1
XP_009116531.1 NP_567068.1
XP_009116533.1 NP_567069.1
XP_009116538.1 NP_191421.2
XP_009116539.1 NP_191318.4
XP_009116541.1 NP_567072.1
XP_009116548.1 NP_191427.1
XP_009116549.1 NP_191428.3
XP_009116556.1 NP_191432.1
XP_009116559.1 NP_191434.1
XP_009116561.1 NP_191436.1
XP_009116563.1 NP_191438.2
XP_009116564.2 NP_191439.1
XP_009116569.1 NP_567076.1
XP_009116570.1 NP_191460.1
XP_009116572.1 NP_188110.1
XP_009116575.1 NP_191463.2
XP_009116582.2 NP_191473.2
XP_009116587.1 NP_191479.1
XP_009116588.1 NP_191481.1
XP_009116589.1 NP_191485.1
XP_009116591.2 NP_567080.1
XP_009116598.1 NP_567083.1
XP_009116599.1 NP_191499.1
XP_009116600.2 NP_001326041.1
XP_009116603.1 NP_001319797.1
XP_009116608.1 NP_001319800.1
XP_009116612.1 NP_191507.1
XP_009116613.2 NP_001118858.1
XP_009116616.1 NP_191511.1
XP_009116623.1 NP_191514.1
XP_009116628.1 NP_191519.1
XP_009116630.1 NP_001327300.1
XP_009116632.1 NP_191524.1
XP_009116635.1 NP_191526.2
XP_009116636.1 NP_974463.2
XP_009116637.1 NP_001326850.1
XP_009116648.1 NP_188094.2
XP_009116649.1 NP_001319801.1
XP_009116654.1 NP_567087.1
XP_009116655.2 NP_001326406.1
XP_009116656.1 NP_191547.2
XP_009116665.2 NP_188091.1
XP_009116666.1 NP_001327032.1
XP_009116671.1 NP_191554.1
XP_009116673.1 NP_191553.1
XP_009116674.1 NP_001319802.1
XP_009116675.1 NP_191557.1
XP_009116677.2 NP_188090.2
XP_009116682.1 NP_190482.1
XP_009116683.2 NP_191567.1
XP_009116686.1 NP_567092.4
XP_009116687.1 NP_191571.4
XP_009116691.1 NP_191572.1
XP_009116692.1 NP_001030899.1
XP_009116695.1 NP_567093.1
XP_009116697.1 NP_191579.1
XP_009116710.1 NP_001078320.1
XP_009116717.1 NP_191668.1
XP_009116721.1 NP_191598.1
XP_009116725.2 NP_191599.1
XP_009116729.1 NP_567100.1
XP_009116731.1 NP_001190143.1
XP_009116732.1 NP_191611.1
XP_009116735.1 NP_191614.1
XP_009116736.1 NP_191617.1
XP_009116744.1 NP_191621.1
XP_009116746.1 NP_191625.1
XP_009116749.1 NP_191627.1
XP_009116752.2 NP_191632.2
XP_009116753.1 NP_001118626.1
XP_009116757.1 NP_191637.1
XP_009116763.1 NP_001190146.1
XP_009116764.1 NP_191640.1
XP_009116766.1 NP_191644.1
XP_009116767.2 NP_191649.1
XP_009116769.1 NP_191663.1
XP_009116771.1 NP_191672.1
XP_009116777.1 NP_191676.1
XP_009116779.1 NP_974471.1
XP_009116780.1 NP_567110.1
XP_009116784.1 NP_191681.1
XP_009116785.1 NP_191685.1
XP_009116786.2 NP_191684.1
XP_009116793.1 NP_191687.2
XP_009116795.1 NP_191690.2
XP_009116796.1 NP_191689.1
XP_009116797.1 NP_191695.1
XP_009116799.1 NP_001327736.1
XP_009116801.1 NP_001319813.1
XP_009116802.1 NP_191698.2
XP_009116803.1 NP_567113.1
XP_009116805.1 NP_191700.2
XP_009116809.1 NP_001190153.1
XP_009116810.1 NP_191705.1
XP_009116811.1 NP_191699.1
XP_009116813.1 NP_568507.3
XP_009116814.1 NP_001327412.1
XP_009116816.1 NP_189587.1
XP_009116817.2 NP_191710.1
XP_009116821.1 NP_191716.2
XP_009116825.1 NP_001154404.1
XP_009116832.1 NP_191724.1
XP_009116843.1 NP_191734.1
XP_009116845.1 NP_567119.1
XP_009116846.1 NP_191743.2
XP_009116848.2 NP_001118885.1
XP_009116851.2 NP_191744.1
XP_009116854.1 NP_182185.2
XP_009116860.1 NP_191750.1
XP_009116861.1 NP_191751.1
XP_009116863.1 NP_191753.1
XP_009116867.2 NP_188062.1
XP_009116869.1 NP_567123.1
XP_009116871.1 NP_191759.1
XP_009116872.1 NP_191761.1
XP_009116873.2 NP_191760.2
XP_009116874.1 NP_567124.1
XP_009116877.1 NP_001319818.1
XP_009116878.1 NP_191762.1
XP_009116879.1 NP_566488.1
XP_009116881.1 NP_191766.1
XP_009116885.1 NP_001078328.1
XP_009116890.1 NP_001326987.1
XP_009116893.1 NP_001326276.1
XP_009116894.1 NP_191773.2
XP_009116895.1 NP_191776.1
XP_009116897.1 NP_191778.1
XP_009116898.2 NP_191779.1
XP_009116900.1 NP_850737.1
XP_009116902.1 NP_191790.1
XP_009116903.1 NP_188060.1
XP_009116905.2 NP_199646.1
XP_009116906.2 NP_191792.1
XP_009116907.1 NP_001327489.1
XP_009116908.1 NP_191798.1
XP_009116910.1 NP_191801.1
XP_009116911.1 NP_001078154.1
XP_009116914.1 NP_191804.1
XP_009116915.2 NP_191806.1
XP_009116916.1 NP_191814.1
XP_009116918.2 NP_191816.1
XP_009116919.1 NP_567131.1
XP_009116920.1 NP_567130.1
XP_009116923.2 NP_191821.2
XP_009116927.1 NP_191823.1
XP_009116930.1 NP_191829.1
XP_009116931.1 NP_001030917.1
XP_009116932.1 NP_191832.1
XP_009116937.2 NP_567787.1
XP_009116939.1 NP_191838.1
XP_009116940.1 NP_001154686.1
XP_009116944.1 NP_191841.1
XP_009116945.1 NP_001078076.1
XP_009116959.1 NP_191852.1
XP_009116961.2 NP_191851.1
XP_009116965.1 NP_191856.4
XP_009116967.2 NP_567135.1
XP_009116968.1 NP_191858.2
XP_009116970.2 NP_191860.1
XP_009116976.1 NP_191868.1
XP_009116978.1 NP_001326259.1
XP_009116979.1 NP_188050.1
XP_009116980.1 NP_001190166.1
XP_009116981.1 NP_191875.1
XP_009116989.1 NP_001326750.1
XP_009116990.1 NP_001319825.1
XP_009116992.1 NP_191885.1
XP_009116995.2 NP_567146.1
XP_009116997.1 NP_191903.3
XP_009116998.2 NP_851024.1
XP_009117002.1 NP_180598.1
XP_009117003.1 NP_565625.1
XP_009117004.1 NP_565623.1
XP_009117005.1 NP_180217.1
XP_009117006.1 NP_001325340.1
XP_009117008.1 NP_180214.1
XP_009117009.1 NP_190937.1
XP_009117011.1 NP_001324179.1
XP_009117012.1 NP_001325287.1
XP_009117013.2 NP_565620.2
XP_009117016.1 NP_180201.1
XP_009117023.1 NP_180194.2
XP_009117024.1 NP_001324896.1
XP_009117028.1 NP_180192.1
XP_009117030.1 NP_180177.2
XP_009117031.1 NP_565615.1
XP_009117032.1 NP_180174.1
XP_009117035.2 NP_180165.1
XP_009117038.1 NP_001031416.1
XP_009117039.1 NP_180147.2
XP_009117043.1 NP_565603.1
XP_009117044.1 NP_188045.1
XP_009117045.1 NP_001324148.1
XP_009117048.1 NP_001324433.1
XP_009117050.1 NP_001118384.1
XP_009117052.1 NP_001031022.1
XP_009117055.1 NP_180123.1
XP_009117056.1 NP_188043.2
XP_009117057.1 NP_180122.1
XP_009117058.1 NP_568775.1
XP_009117059.2 NP_001325254.1
XP_009117060.3 NP_180109.2
XP_009117062.1 NP_001324607.1
XP_009117066.1 NP_180102.3
XP_009117067.1 NP_001154534.1
XP_009117068.1 NP_180099.2
XP_009117078.2 NP_565588.1
XP_009117079.1 NP_001324292.1
XP_009117080.1 NP_565586.1
XP_009117081.1 NP_180085.1
XP_009117083.1 NP_188038.2
XP_009117085.1 NP_180080.1
XP_009117087.1 NP_180078.2
XP_009117088.1 NP_001318287.1
XP_009117089.1 NP_182234.1
XP_009117093.1 NP_565581.1
XP_009117097.1 NP_180056.1
XP_009117098.1 NP_180053.1
XP_009117100.1 NP_850057.1
XP_009117101.1 NP_565577.1
XP_009117102.1 NP_180046.2
XP_009117109.1 NP_001318283.1
XP_009117115.1 NP_180035.1
XP_009117120.1 NP_565572.1
XP_009117121.1 NP_180026.1
XP_009117122.1 NP_001325336.1
XP_009117126.2 NP_565570.1
XP_009117135.1 NP_001319428.1
XP_009117140.1 NP_001189590.1
XP_009117144.1 NP_190800.1
XP_009117145.1 NP_001327205.1
XP_009117148.1 NP_195137.5
XP_009117152.2 NP_190864.1
XP_009117169.1 NP_188034.1
XP_009117170.1 NP_191016.2
XP_009117176.1 NP_566476.1
XP_009117180.2 NP_001189887.1
XP_009117197.1 NP_566472.1
XP_009117212.1 NP_001327488.1
XP_009117213.1 NP_191731.1
XP_009117215.1 NP_567127.1
XP_009117222.1 NP_180131.3
XP_009117228.1 NP_180024.1
XP_009117233.1 NP_180001.1
XP_009117235.1 NP_001318280.1
XP_009117240.1 NP_179995.1
XP_009117241.2 NP_179994.2
XP_009117242.1 NP_001078150.1
XP_009117243.1 NP_565564.1
XP_009117244.1 NP_001324334.1
XP_009117245.1 NP_001324448.1
XP_009117246.1 NP_179989.1
XP_009117251.1 NP_850047.1
XP_009117257.1 NP_565561.1
XP_009117259.1 NP_179978.2
XP_009117260.1 NP_179977.1
XP_009117261.1 NP_179975.1
XP_009117263.1 NP_179974.2
XP_009117264.1 NP_973522.1
XP_009117265.1 NP_850045.2
XP_009117266.1 NP_179960.1
XP_009117268.1 NP_188016.2
XP_009117269.2 NP_179959.1
XP_009117271.1 NP_850043.2
XP_009117273.1 NP_565555.1
XP_009117275.1 NP_001323663.1
XP_009117277.1 NP_179932.1
XP_009117278.1 NP_001119113.1
XP_009117279.1 NP_565552.1
XP_009117281.1 NP_179924.1
XP_009117282.1 NP_179923.2
XP_009117283.2 NP_850040.1
XP_009117288.1 NP_179907.1
XP_009117290.1 NP_179901.1
XP_009117291.2 NP_179900.1
XP_009117295.1 NP_179899.1
XP_009117296.1 NP_179898.1
XP_009117298.1 NP_179895.6
XP_009117304.1 NP_196021.2
XP_009117308.1 NP_565548.1
XP_009117310.1 NP_182235.1
XP_009117311.1 NP_850037.1
XP_009117313.1 NP_565547.1
XP_009117314.1 NP_179889.1
XP_009117316.1 NP_179879.1
XP_009117317.1 NP_199727.1
XP_009117318.1 NP_001118365.4
XP_009117319.1 NP_565544.1
XP_009117320.1 NP_179873.1
XP_009117329.1 NP_001322480.1
XP_009117331.1 NP_850031.2
XP_009117336.1 NP_001324635.1
XP_009117338.1 NP_001323682.1
XP_009117344.1 NP_001324454.1
XP_009117349.1 NP_188010.1
XP_009117351.1 NP_565525.1
XP_009117353.1 NP_179799.2
XP_009117354.2 NP_179798.1
XP_009117356.1 NP_850020.1
XP_009117357.1 NP_179791.1
XP_009117359.1 NP_565524.1
XP_009117361.2 NP_179782.1
XP_009117371.1 NP_001190964.1
XP_009117372.1 NP_179763.3
XP_009117373.1 NP_173379.1
XP_009117375.1 NP_850017.1
XP_009117377.1 NP_179759.1
XP_009117378.1 NP_176652.3
XP_009117380.1 NP_179758.1
XP_009117381.1 NP_850015.1
XP_009117382.1 NP_179757.1
XP_009117384.2 NP_001329149.1
XP_009117389.1 NP_179748.2
XP_009117391.1 NP_188004.1
XP_009117392.2 NP_001118356.1
XP_009117393.2 NP_179747.4
XP_009117394.1 NP_001324689.1
XP_009117400.1 NP_850013.1
XP_009117401.1 NP_179744.1
XP_009117402.1 NP_179742.2
XP_009117403.1 NP_565513.1
XP_009117407.1 NP_565511.1
XP_009117410.1 NP_001324300.1
XP_009117412.1 NP_179732.2
XP_009117414.1 NP_565509.4
XP_009117418.1 NP_565507.1
XP_009117419.2 NP_001031385.1
XP_009117424.1 NP_179721.1
XP_009117425.3 NP_850011.1
XP_009117432.1 NP_565499.1
XP_009117433.1 NP_565500.1
XP_009117434.2 NP_001323967.1
XP_009117435.1 NP_001327022.1
XP_009117436.1 NP_565498.1
XP_009117437.1 NP_179711.2
XP_009117439.1 NP_179707.1
XP_009117440.1 NP_001324083.1
XP_009117443.1 NP_179701.1
XP_009117445.1 NP_565495.1
XP_009117450.2 NP_001154526.1
XP_009117456.1 NP_001318258.1
XP_009117458.1 NP_565493.1
XP_009117460.1 NP_565491.1
XP_009117462.1 NP_179685.1
XP_009117463.1 NP_179684.1
XP_009117464.1 NP_565490.1
XP_009117465.1 NP_001318257.1
XP_009117467.1 NP_973497.1
XP_009117468.1 NP_850005.1
XP_009117470.1 NP_565484.1
XP_009117473.1 NP_179656.4
XP_009117474.1 NP_565481.1
XP_009117478.2 NP_179649.2
XP_009117484.1 NP_001077925.1
XP_009117485.1 NP_179644.1
XP_009117486.1 NP_179646.1
XP_009117487.1 NP_001325224.1
XP_009117488.1 NP_195128.2
XP_009117494.1 NP_001118349.1
XP_009117496.1 NP_566462.1
XP_009117507.1 NP_179600.2
XP_009117508.1 NP_179598.2
XP_009117513.1 NP_001323786.1
XP_009117515.2 NP_001189555.1
XP_009117516.1 NP_178558.1
XP_009117521.2 NP_179567.1
XP_009117526.1 NP_001031374.1
XP_009117527.2 NP_849990.1
XP_009117528.1 NP_179552.1
XP_009117529.1 NP_001077918.1
XP_009117531.1 NP_179549.1
XP_009117532.2 NP_179548.1
XP_009117538.2 NP_173377.1
XP_009117539.1 NP_173376.1
XP_009117540.1 NP_001321486.1
XP_009117541.1 NP_001327819.1
XP_009117558.1 NP_173355.3
XP_009117559.1 NP_187981.1
XP_009117560.1 NP_173353.1
XP_009117562.1 NP_001319041.1
XP_009117563.1 NP_564072.1
XP_009117566.2 NP_173345.2
XP_009117567.1 NP_173344.2
XP_009117569.2 NP_564070.1
XP_009117571.1 NP_173334.1
XP_009117578.1 NP_173325.2
XP_009117582.1 NP_001319038.1
XP_009117587.1 NP_564062.1
XP_009117590.1 NP_001320317.1
XP_009117599.1 NP_173306.1
XP_009117600.1 NP_001319037.1
XP_009117602.1 NP_173303.1
XP_009117609.1 NP_001319034.1
XP_009117613.1 NP_173281.1
XP_009117617.1 NP_566368.1
XP_009117618.1 NP_173265.1
XP_009117623.1 NP_187973.1
XP_009117624.1 NP_564048.1
XP_009117625.2 NP_001185027.1
XP_009117626.3 NP_173250.1
XP_009117627.1 NP_173248.1
XP_009117628.1 NP_001031063.1
XP_009117629.1 NP_173244.1
XP_009117634.1 NP_173240.2
XP_009117637.1 NP_173237.1
XP_009117640.1 NP_173223.1
XP_009117647.1 NP_173212.1
XP_009117650.1 NP_001319029.1
XP_009117652.1 NP_177430.1
XP_009117660.2 NP_564023.1
XP_009117661.1 NP_564021.1
XP_009117662.2 NP_564019.1
XP_009117664.1 NP_173177.2
XP_009117665.1 NP_564018.1
XP_009117666.1 NP_186769.1
XP_009117671.1 NP_001320130.1
XP_009117678.2 NP_001324138.1
XP_009117679.2 NP_186768.1
XP_009117697.2 NP_001319440.1
XP_009117711.1 NP_001077554.1
XP_009117713.1 NP_001326423.1
XP_009117719.1 NP_173161.1
XP_009117723.1 NP_564015.1
XP_009117725.2 NP_173155.1
XP_009117727.1 NP_173150.1
XP_009117729.1 NP_173145.1
XP_009117734.1 NP_850488.1
XP_009117737.1 NP_001117299.1
XP_009117740.1 NP_564007.1
XP_009117745.1 NP_001031060.1
XP_009117747.1 NP_001322185.1
XP_009117753.1 NP_564003.1
XP_009117755.1 NP_564002.1
XP_009117764.1 NP_173098.1
XP_009117765.2 NP_683312.2
XP_009117766.1 NP_173092.1
XP_009117767.1 NP_001320562.1
XP_009117769.1 NP_173078.1
XP_009117771.1 NP_173070.1
XP_009117772.2 NP_186857.1
XP_009117773.1 NP_001031054.1
XP_009117778.1 NP_001319018.1
XP_009117784.1 NP_563989.1
XP_009117785.1 NP_849674.1
XP_009117790.2 NP_173046.2
XP_009117797.1 NP_563985.1
XP_009117798.2 NP_001154344.1
XP_009117812.2 NP_001031050.1
XP_009117813.1 NP_173023.1
XP_009117815.1 NP_563979.1
XP_009117816.1 NP_001185004.1
XP_009117817.1 NP_173011.1
XP_009117824.1 NP_173006.1
XP_009117830.1 NP_172989.1
XP_009117833.2 NP_563974.1
XP_009117834.1 NP_563975.2
XP_009117835.1 NP_001322723.1
XP_009117836.1 NP_567946.1
XP_009117842.1 NP_001154343.1
XP_009117847.1 NP_186862.3
XP_009117848.1 NP_172962.1
XP_009117849.1 NP_172961.1
XP_009117851.1 NP_001319006.1
XP_009117854.2 NP_850943.1
XP_009117858.1 NP_172952.2
XP_009117860.1 NP_172950.1
XP_009117861.2 NP_172948.1
XP_009117865.1 NP_172940.1
XP_009117869.1 NP_172938.2
XP_009117870.2 NP_563959.1
XP_009117871.1 NP_172936.1
XP_009117873.1 NP_973831.1
XP_009117874.1 NP_172931.1
XP_009117875.1 NP_001154340.1
XP_009117877.1 NP_190015.1
XP_009117878.1 NP_172926.2
XP_009117879.1 NP_172925.1
XP_009117882.1 NP_001077537.1
XP_009117884.1 NP_563956.1
XP_009117887.1 NP_172915.4
XP_009117895.1 NP_172902.1
XP_009117898.1 NP_186880.1
XP_009117900.1 NP_172896.1
XP_009117903.1 NP_172894.1
XP_009117910.1 NP_186881.2
XP_009117913.2 NP_563945.2
XP_009117917.2 NP_001078524.1
XP_009117919.1 NP_186882.2
XP_009117924.1 NP_001321001.1
XP_009117926.1 NP_683305.3
XP_009117927.1 NP_563940.1
XP_009117928.1 NP_001117282.1
XP_009117929.1 NP_172869.2
XP_009117930.1 NP_001327209.1
XP_009117933.1 NP_172868.1
XP_009117934.1 NP_172866.1
XP_009117946.2 NP_172856.1
XP_009117947.1 NP_172854.1
XP_009117950.1 NP_172850.2
XP_009117952.1 NP_001321537.1
XP_009117953.2 NP_186885.1
XP_009117956.1 NP_172843.1
XP_009117957.1 NP_001318998.1
XP_009117969.1 NP_172836.1
XP_009117975.1 NP_563933.1
XP_009117977.1 NP_172830.1
XP_009117979.1 NP_001318995.1
XP_009117987.1 NP_001031037.1
XP_009117991.1 NP_172812.2
XP_009117993.1 NP_172804.2
XP_009118001.1 NP_566171.1
XP_009118010.1 NP_172785.1
XP_009118015.1 NP_172780.1
XP_009118017.2 NP_186892.1
XP_009118018.1 NP_172775.1
XP_009118023.1 NP_172771.1
XP_009118025.1 NP_172770.1
XP_009118026.1 NP_172769.1
XP_009118028.3 NP_001318996.1
XP_009118031.2 NP_172768.1
XP_009118032.1 NP_001325666.1
XP_009118034.2 NP_189265.1
XP_009118040.1 NP_563921.1
XP_009118042.1 NP_567827.1
XP_009118043.2 NP_563920.1
XP_009118046.1 NP_172751.1
XP_009118047.1 NP_172749.1
XP_009118048.2 NP_001321059.1
XP_009118049.2 NP_001077529.1
XP_009118058.1 NP_172736.2
XP_009118059.1 NP_172734.2
XP_009118064.2 NP_172728.1
XP_009118065.2 NP_001077526.1
XP_009118069.1 NP_001031031.1
XP_009118071.1 NP_172719.1
XP_009118078.1 NP_563910.2
XP_009118080.1 NP_001321241.1
XP_009118083.1 NP_563907.1
XP_009118085.2 NP_172701.2
XP_009118087.1 NP_172700.1
XP_009118089.1 NP_563905.1
XP_009118090.1 NP_172696.1
XP_009118092.2 NP_172685.1
XP_009118100.1 NP_566127.1
XP_009118101.1 NP_001031028.1
XP_009118102.2 NP_563902.1
XP_009118103.1 NP_563901.1
XP_009118105.1 NP_172684.1
XP_009118106.2 NP_172683.1
XP_009118108.1 NP_001321466.1
XP_009118118.1 NP_566123.2
XP_009118134.1 NP_001318446.1
XP_009118142.1 NP_001077531.1
XP_009118144.2 NP_001323909.1
XP_009118162.1 NP_172655.1
XP_009118164.1 NP_849648.4
XP_009118165.1 NP_566115.1
XP_009118167.1 NP_849647.1
XP_009118169.2 NP_001318983.1
XP_009118170.1 NP_001077520.1
XP_009118171.1 NP_563894.2
XP_009118172.1 NP_172643.1
XP_009118176.1 NP_566113.1
XP_009118177.1 NP_849642.1
XP_009118179.1 NP_172632.1
XP_009118181.2 NP_172630.1
XP_009118184.2 NP_172626.1
XP_009118185.2 NP_001321758.1
XP_009118186.1 NP_172620.1
XP_009118192.1 NP_001189775.1
XP_009118196.1 NP_172592.1
XP_009118197.2 NP_001319282.1
XP_009118199.2 NP_172582.2
XP_009118205.1 NP_001077508.1
XP_009118206.2 NP_563876.1
XP_009118207.1 NP_001184955.1
XP_009118208.1 NP_172545.1
XP_009118209.3 NP_001318975.1
XP_009118210.1 NP_563878.1
XP_009118211.1 NP_001321200.1
XP_009118212.1 NP_566111.1
XP_009118216.1 NP_001077513.1
XP_009118220.1 NP_001322318.1
XP_009118224.2 NP_566110.1
XP_009118225.1 NP_001318977.1
XP_009118226.1 NP_001320916.1
XP_009118228.1 NP_563883.1
XP_009118229.1 NP_172572.1
XP_009118231.1 NP_001318978.1
XP_009118232.1 NP_172573.2
XP_009118240.1 NP_563874.1
XP_009118249.1 NP_172523.1
XP_009118255.1 NP_001322206.1
XP_009118258.1 NP_172507.1
XP_009118259.1 NP_172500.1
XP_009118262.2 NP_172498.1
XP_009118263.1 NP_198386.1
XP_009118266.1 NP_563861.1
XP_009118273.1 NP_001322539.1
XP_009118280.1 NP_001077501.1
XP_009118282.1 NP_567945.1
XP_009118288.1 NP_172466.1
XP_009118291.1 NP_172464.1
XP_009118295.1 NP_172447.1
XP_009118297.1 NP_186900.3
XP_009118298.1 NP_175361.3
XP_009118303.1 NP_172433.2
XP_009118304.1 NP_172431.1
XP_009118315.2 NP_001318964.1
XP_009118318.1 NP_172421.1
XP_009118321.1 NP_172406.1
XP_009118326.1 NP_973799.1
XP_009118328.1 NP_001184944.1
XP_009118330.1 NP_172373.3
XP_009118331.1 NP_563831.1
XP_009118332.1 NP_172371.1
XP_009118333.1 NP_172370.3
XP_009118334.1 NP_001031006.1
XP_009118339.1 NP_172362.3
XP_009118340.1 NP_001154322.1
XP_009118343.1 NP_001322072.1
XP_009118353.1 NP_563824.1
XP_009118356.1 NP_172343.2
