XP_018432515.1 NP_201156.1
XP_018449720.1 NP_564697.1
XP_018449721.1 NP_172425.2
XP_018449723.1 NP_564888.1
XP_018449725.1 NP_001077677.1
XP_018449726.1 NP_195671.1
XP_018449727.1 NP_568080.2
XP_018449728.1 NP_173355.3
XP_018449729.1 NP_001154273.1
XP_018449735.1 NP_001319072.1
XP_018449742.1 NP_567398.1
XP_018449743.1 NP_568020.1
XP_018449746.1 NP_172894.1
XP_018449747.1 NP_173426.1
XP_018449750.1 NP_195178.1
XP_018449755.1 NP_172674.2
XP_018449758.1 NP_195219.1
XP_018449762.1 NP_197676.2
XP_018449765.1 NP_173445.2
XP_018449766.1 NP_174390.2
XP_018449767.1 NP_194426.2
XP_018449769.1 NP_173791.2
XP_018449787.1 NP_175001.3
XP_018449790.1 NP_001328166.1
XP_018449791.1 NP_193147.1
XP_018449793.1 NP_001323235.1
XP_018449796.1 NP_193839.4
XP_018449797.1 NP_001319182.1
XP_018449799.1 NP_193722.2
XP_018449803.1 NP_174129.2
XP_018449805.1 NP_194231.1
XP_018449806.1 NP_174148.1
XP_018449810.1 NP_178494.1
XP_018449813.1 NP_193448.2
XP_018449817.1 NP_567853.1
XP_018449818.1 NP_564542.1
XP_018449820.1 NP_195290.1
XP_018449823.1 NP_973814.1
XP_018449827.1 NP_849394.1
XP_018449829.1 NP_175953.1
XP_018449830.1 NP_178129.1
XP_018449834.1 NP_001185076.1
XP_018449837.1 NP_001321074.1
XP_018449838.1 NP_563941.1
XP_018449839.1 NP_001329850.1
XP_018449843.1 NP_175430.1
XP_018449844.1 NP_001117539.1
XP_018449845.1 NP_198628.2
XP_018449846.1 NP_200206.1
XP_018449847.1 NP_001078509.1
XP_018449850.1 NP_195709.1
XP_018449852.1 NP_172118.1
XP_018449853.1 NP_567525.1
XP_018449857.1 NP_001185174.1
XP_018449858.1 NP_193199.1
XP_018449859.1 NP_001320154.1
XP_018449861.1 NP_001322346.1
XP_018449863.1 NP_001322276.1
XP_018449871.1 NP_001329693.1
XP_018449874.1 NP_195346.1
XP_018449876.1 NP_193200.1
XP_018449878.1 NP_174529.2
XP_018449881.1 NP_174295.1
XP_018449882.1 NP_173811.1
XP_018449883.1 NP_564221.1
XP_018449884.1 NP_567565.1
XP_018449885.1 NP_173123.1
XP_018449889.1 NP_001328376.1
XP_018449890.1 NP_197279.1
XP_018449892.1 NP_173953.1
XP_018449893.1 NP_001318673.1
XP_018449896.1 NP_001318942.1
XP_018449899.1 NP_194865.1
XP_018449905.1 NP_001323718.1
XP_018449907.1 NP_683413.1
XP_018449910.1 NP_192741.1
XP_018449911.1 NP_563926.1
XP_018449926.1 NP_174344.1
XP_018449927.1 NP_001190554.1
XP_018449930.1 NP_175167.2
XP_018449934.1 NP_174140.1
XP_018449939.1 NP_001321975.1
XP_018449940.1 NP_193062.1
XP_018449943.1 NP_198581.1
XP_018449945.1 NP_568321.1
XP_018449950.1 NP_173161.1
XP_018449961.1 NP_193939.1
XP_018449962.1 NP_197081.1
XP_018449965.1 NP_973802.1
XP_018449966.1 NP_567977.2
XP_018449968.1 NP_001077560.1
XP_018449973.1 NP_196598.1
XP_018449979.1 NP_174579.1
XP_018449983.1 NP_564846.1
XP_018449984.1 NP_179932.1
XP_018449987.1 NP_001319282.1
XP_018449989.1 NP_194980.1
XP_018449992.1 NP_568012.1
XP_018449993.1 NP_193629.1
XP_018449994.1 NP_193733.1
XP_018449999.1 NP_564229.1
XP_018450000.1 NP_174848.1
XP_018450001.1 NP_173866.1
XP_018450002.1 NP_001320103.1
XP_018450015.1 NP_194322.2
XP_018450018.1 NP_195164.1
XP_018450019.1 NP_172755.1
XP_018450022.1 NP_198475.2
XP_018450026.1 NP_564134.1
XP_018450027.1 NP_174316.2
XP_018450041.1 NP_001331349.1
XP_018450048.1 NP_194091.1
XP_018450049.1 NP_001323792.1
XP_018450051.1 NP_001320080.1
XP_018450052.1 NP_175121.2
XP_018450056.1 NP_173983.1
XP_018450058.1 NP_176666.1
XP_018450059.1 NP_172417.2
XP_018450066.1 NP_193022.1
XP_018450068.1 NP_195516.2
XP_018450072.1 NP_001329380.1
XP_018450073.1 NP_195955.1
XP_018450078.1 NP_175380.2
XP_018450080.1 NP_001117241.1
XP_018450082.1 NP_568115.1
XP_018450086.1 NP_173391.2
XP_018450092.1 NP_193937.2
XP_018450094.1 NP_568214.1
XP_018450095.1 NP_563927.3
XP_018450098.1 NP_175213.1
XP_018450102.1 NP_190548.1
XP_018450106.1 NP_001322892.1
XP_018450107.1 NP_567554.1
XP_018450108.1 NP_193081.1
XP_018450115.1 NP_195285.3
XP_018450123.1 NP_568016.1
XP_018450125.1 NP_568019.1
XP_018450126.1 NP_195439.1
XP_018450131.1 NP_192901.2
XP_018450136.1 NP_001119124.1
XP_018450139.1 NP_568071.1
XP_018450140.1 NP_001117481.1
XP_018450142.1 NP_001031296.1
XP_018450143.1 NP_680431.1
XP_018450145.1 NP_564245.1
XP_018450146.1 NP_175997.1
XP_018450147.1 NP_001031611.1
XP_018450148.1 NP_001319569.1
XP_018450154.1 NP_174718.1
XP_018450155.1 NP_173605.1
XP_018450156.1 NP_195119.1
XP_018450160.1 NP_567918.1
XP_018450163.1 NP_173121.1
XP_018450168.1 NP_567832.1
XP_018450173.1 NP_195112.2
XP_018450177.1 NP_567450.1
XP_018450178.1 NP_175956.1
XP_018450180.1 NP_001077549.2
XP_018450183.1 NP_001077516.1
XP_018450184.1 NP_001119013.1
XP_018450190.1 NP_195233.2
XP_018450202.1 NP_001031638.1
XP_018450205.1 NP_194860.1
XP_018450206.1 NP_567650.2
XP_018450207.1 NP_193834.1
XP_018450209.1 NP_001319241.1
XP_018450211.1 NP_195514.1
XP_018450214.1 NP_001031755.1
XP_018450218.1 NP_001329354.1
XP_018450222.1 NP_564293.1
XP_018450224.1 NP_200764.1
XP_018450226.1 NP_001328679.1
XP_018450227.1 NP_568041.1
XP_018450229.1 NP_001078512.1
XP_018450230.1 NP_568042.1
XP_018450231.1 NP_195564.2
XP_018450234.1 NP_001328583.1
XP_018450235.1 NP_568043.1
XP_018450238.1 NP_172717.1
XP_018450239.1 NP_001185027.1
XP_018450241.1 NP_173252.2
XP_018450242.1 NP_564047.1
XP_018450243.1 NP_001031063.1
XP_018450244.1 NP_173244.1
XP_018450245.1 NP_173248.1
XP_018450246.1 NP_001031726.1
XP_018450247.1 NP_564046.1
XP_018450248.1 NP_173864.1
XP_018450250.1 NP_190830.1
XP_018450253.1 NP_172779.1
XP_018450256.1 NP_172358.1
XP_018450257.1 NP_172366.3
XP_018450260.1 NP_001031004.1
XP_018450263.1 NP_197383.1
XP_018450267.1 NP_173840.4
XP_018450269.1 NP_174009.2
XP_018450270.1 NP_198319.1
XP_018450271.1 NP_193900.1
XP_018450272.1 NP_568050.1
XP_018450274.1 NP_173356.1
XP_018450275.1 NP_195247.1
XP_018450284.1 NP_194931.1
XP_018450289.1 NP_194922.1
XP_018450292.1 NP_200159.1
XP_018450296.1 NP_001328639.1
XP_018450297.1 NP_194723.1
XP_018450299.1 NP_001328551.1
XP_018450303.1 NP_567837.1
XP_018450305.1 NP_194730.1
XP_018450308.1 NP_001319180.1
XP_018450311.1 NP_001328379.1
XP_018450314.1 NP_172626.1
XP_018450318.1 NP_195507.1
XP_018450319.1 NP_195082.1
XP_018450321.1 NP_194221.1
XP_018450322.1 NP_173502.2
XP_018450326.1 NP_001321767.1
XP_018450329.1 NP_001031496.1
XP_018450331.1 NP_564709.2
XP_018450340.1 NP_001321791.1
XP_018450341.1 NP_001323034.1
XP_018450349.1 NP_567480.2
XP_018450355.1 NP_001185143.1
XP_018450361.1 NP_194351.1
XP_018450362.1 NP_001320003.1
XP_018450370.1 NP_174217.1
XP_018450371.1 NP_193198.2
XP_018450372.1 NP_174218.2
XP_018450381.1 NP_565781.1
XP_018450383.1 NP_001322566.1
XP_018450384.1 NP_563815.1
XP_018450385.1 NP_173259.1
XP_018450386.1 NP_001328647.1
XP_018450387.1 NP_172193.2
XP_018450388.1 NP_172718.2
XP_018450393.1 NP_195303.2
XP_018450403.1 NP_172798.2
XP_018450404.1 NP_568196.1
XP_018450411.1 NP_567946.1
XP_018450413.1 NP_172792.1
XP_018450414.1 NP_200217.1
XP_018450421.1 NP_001320170.1
XP_018450423.1 NP_001329217.1
XP_018450425.1 NP_194845.4
XP_018450426.1 NP_001031758.1
XP_018450428.1 NP_194855.2
XP_018450431.1 NP_568913.1
XP_018450433.1 NP_001329425.1
XP_018450440.1 NP_564270.1
XP_018450445.1 NP_198322.1
XP_018450448.1 NP_001322575.1
XP_018450451.1 NP_001326438.1
XP_018450454.1 NP_001327910.1
XP_018450457.1 NP_195634.1
XP_018450459.1 NP_001329643.1
XP_018450461.1 NP_849524.1
XP_018450466.1 NP_201396.4
XP_018450468.1 NP_564711.1
XP_018450469.1 NP_564656.1
XP_018450470.1 NP_176012.1
XP_018450473.1 NP_568305.1
XP_018450480.1 NP_564306.1
XP_018450484.1 NP_194660.1
XP_018450491.1 NP_001320406.1
XP_018450496.1 NP_564220.1
XP_018450498.1 NP_973908.2
XP_018450501.1 NP_001322771.1
XP_018450503.1 NP_173859.1
XP_018450509.1 NP_564141.1
XP_018450510.1 NP_001321134.1
XP_018450513.1 NP_564140.1
XP_018450514.1 NP_001322847.1
XP_018450517.1 NP_974954.1
XP_018450521.1 NP_001322717.1
XP_018450525.1 NP_001185042.1
XP_018450527.1 NP_173407.1
XP_018450530.1 NP_001184903.1
XP_018450532.1 NP_001323516.1
XP_018450533.1 NP_001323514.1
XP_018450536.1 NP_194093.1
XP_018450542.1 NP_174083.1
XP_018450544.1 NP_001031610.1
XP_018450548.1 NP_564285.1
XP_018450551.1 NP_174062.1
XP_018450552.1 NP_564284.1
XP_018450554.1 NP_174060.1
XP_018450555.1 NP_199977.1
XP_018450558.1 NP_171887.1
XP_018450559.1 NP_564859.2
XP_018450563.1 NP_563693.1
XP_018450564.1 NP_172233.1
XP_018450574.1 NP_568049.1
XP_018450578.1 NP_190685.2
XP_018450581.1 NP_001329504.1
XP_018450590.1 NP_001319043.1
XP_018450591.1 NP_564077.1
XP_018450598.1 NP_194942.1
XP_018450601.1 NP_001321783.1
XP_018450603.1 NP_173872.4
XP_018450607.1 NP_564290.2
XP_018450608.1 NP_683459.2
XP_018450612.1 NP_175615.1
XP_018450613.1 NP_001323019.1
XP_018450617.1 NP_564191.1
XP_018450620.1 NP_173736.1
XP_018450623.1 NP_564192.2
XP_018450628.1 NP_001077722.1
XP_018450630.1 NP_176748.1
XP_018450631.1 NP_001323320.1
XP_018450635.1 NP_200333.2
XP_018450636.1 NP_563788.1
XP_018450645.1 NP_196685.2
XP_018450646.1 NP_564435.1
XP_018450665.1 NP_175805.1
XP_018450667.1 NP_001323264.1
XP_018450671.1 NP_175970.1
XP_018450675.1 NP_001332740.1
XP_018450681.1 NP_193159.3
XP_018450683.1 NP_193158.2
XP_018450686.1 NP_680686.1
XP_018450688.1 NP_198470.3
XP_018450689.1 NP_175986.2
XP_018450691.1 NP_564703.1
XP_018450695.1 NP_001322270.1
XP_018450696.1 NP_001154302.1
XP_018450702.1 NP_563662.1
XP_018450708.1 NP_194584.3
XP_018450713.1 NP_567670.1
XP_018450714.1 NP_173021.1
XP_018450715.1 NP_173022.1
XP_018450718.1 NP_195146.1
XP_018450721.1 NP_001319988.1
XP_018450723.1 NP_174552.1
XP_018450730.1 NP_173459.1
XP_018450731.1 NP_193111.2
XP_018450732.1 NP_173115.1
XP_018450736.1 NP_193618.2
XP_018450737.1 NP_564005.2
XP_018450739.1 NP_173117.1
XP_018450740.1 NP_173118.1
XP_018450741.1 NP_001319957.1
XP_018450746.1 NP_173437.1
XP_018450748.1 NP_001321522.1
XP_018450749.1 NP_001331268.1
XP_018450750.1 NP_851093.1
XP_018450752.1 NP_198334.1
XP_018450755.1 NP_001190523.1
XP_018450757.1 NP_193247.2
XP_018450761.1 NP_001328523.1
XP_018450762.1 NP_193944.2
XP_018450766.1 NP_193953.1
XP_018450768.1 NP_192941.1
XP_018450773.1 NP_172597.3
XP_018450774.1 NP_001321939.1
XP_018450777.1 NP_195548.6
XP_018450778.1 NP_195006.1
XP_018450779.1 NP_001329858.1
XP_018450780.1 NP_001329857.1
XP_018450781.1 NP_568040.1
XP_018450783.1 NP_567493.5
XP_018450784.1 NP_193369.3
XP_018450790.1 NP_001330368.1
XP_018450791.1 NP_001322169.1
XP_018450793.1 NP_564481.1
XP_018450805.1 NP_567466.1
XP_018450806.1 NP_173240.2
XP_018450808.1 NP_563978.1
XP_018450809.1 NP_200098.1
XP_018450814.1 NP_001031178.1
XP_018450819.1 NP_173218.2
XP_018450820.1 NP_564034.1
XP_018450822.1 NP_198857.2
XP_018450823.1 NP_195530.2
XP_018450831.1 NP_001117289.1
XP_018450832.1 NP_001323277.1
XP_018450841.1 NP_564702.2
XP_018450842.1 NP_190352.1
XP_018450843.1 NP_564165.1
XP_018450847.1 NP_001184951.1
XP_018450849.1 NP_001320903.1
XP_018450851.1 NP_193744.1
XP_018450854.1 NP_563847.1
XP_018450857.1 NP_172191.1
XP_018450863.1 NP_001327846.1
XP_018450865.1 NP_564694.2
XP_018450867.1 NP_001322347.1
XP_018450869.1 NP_193130.1
XP_018450872.1 NP_196924.1
XP_018450873.1 NP_193990.1
XP_018450875.1 NP_001190787.1
XP_018450878.1 NP_001078420.1
XP_018450879.1 NP_177495.2
XP_018450881.1 NP_193892.1
XP_018450883.1 NP_564063.1
XP_018450889.1 NP_190612.3
XP_018450906.1 NP_564239.1
XP_018450913.1 NP_194439.1
XP_018450916.1 NP_567566.1
XP_018450917.1 NP_175822.1
XP_018450918.1 NP_850086.2
XP_018450924.1 NP_001078494.1
XP_018450931.1 NP_195588.1
XP_018450932.1 NP_195585.1
XP_018450933.1 NP_564473.1
XP_018450934.1 NP_564471.1
XP_018450935.1 NP_563716.3
XP_018450937.1 NP_171975.2
XP_018450939.1 NP_173632.1
XP_018450946.1 NP_001322494.1
XP_018450949.1 NP_001185008.1
XP_018450956.1 NP_001154346.1
XP_018450958.1 NP_193966.2
XP_018450960.1 NP_001321098.1
XP_018450962.1 NP_001328533.1
XP_018450965.1 NP_194260.1
XP_018450966.1 NP_194265.2
XP_018450970.1 NP_001077646.1
XP_018450973.1 NP_849556.1
XP_018450978.1 NP_178051.1
XP_018450982.1 NP_001154331.1
XP_018450989.1 NP_001321244.1
XP_018450990.1 NP_001319055.1
XP_018450991.1 NP_567457.1
XP_018450996.1 NP_172752.1
XP_018450998.1 NP_194483.1
XP_018451005.1 NP_001328758.1
XP_018451006.1 NP_001325867.1
XP_018451014.1 NP_195372.1
XP_018451016.1 NP_849508.1
XP_018451018.1 NP_564650.1
XP_018451019.1 NP_175812.1
XP_018451022.1 NP_564354.1
XP_018451028.1 NP_001078514.1
XP_018451035.1 NP_001321170.1
XP_018451036.1 NP_177117.2
XP_018451049.1 NP_173162.1
XP_018451055.1 NP_564333.1
XP_018451056.1 NP_001321992.1
XP_018451066.1 NP_563918.1
XP_018451068.1 NP_193921.2
XP_018451069.1 NP_563917.1
XP_018451075.1 NP_173500.1
XP_018451077.1 NP_172860.2
XP_018451078.1 NP_172863.3
XP_018451080.1 NP_172855.2
XP_018451081.1 NP_195455.1
XP_018451085.1 NP_849659.1
XP_018451090.1 NP_173799.1
XP_018451092.1 NP_567775.1
XP_018451093.1 NP_563844.1
XP_018451094.1 NP_172414.1
XP_018451097.1 NP_563843.1
XP_018451104.1 NP_176734.1
XP_018451108.1 NP_001078515.1
XP_018451109.1 NP_568065.1
XP_018451111.1 NP_001185392.1
XP_018451114.1 NP_175505.1
XP_018451116.1 NP_172388.1
XP_018451118.1 NP_563837.1
XP_018451122.1 NP_001117501.1
XP_018451124.1 NP_564120.1
XP_018451125.1 NP_173055.1
XP_018451126.1 NP_567712.1
XP_018451127.1 NP_172338.5
XP_018451132.1 NP_174228.1
XP_018451137.1 NP_001319945.1
XP_018451138.1 NP_171926.3
XP_018451141.1 NP_172151.2
XP_018451142.1 NP_563770.1
XP_018451145.1 NP_174715.2
XP_018451148.1 NP_568051.1
XP_018451149.1 NP_197519.1
XP_018451153.1 NP_563951.1
XP_018451154.1 NP_568074.1
XP_018451156.1 NP_568073.1
XP_018451169.1 NP_567797.1
XP_018451170.1 NP_172176.1
XP_018451172.1 NP_564073.4
XP_018451173.1 NP_001031155.4
XP_018451176.1 NP_174996.1
XP_018451177.1 NP_564482.1
XP_018451182.1 NP_567522.5
XP_018451183.1 NP_174333.2
XP_018451191.1 NP_200590.1
XP_018451194.1 NP_001119094.1
XP_018451196.1 NP_001329396.1
XP_018451199.1 NP_001323390.1
XP_018451202.1 NP_564215.1
XP_018451204.1 NP_193485.1
XP_018451206.1 NP_173731.2
XP_018451208.1 NP_173732.1
XP_018451209.1 NP_172373.3
XP_018451211.1 NP_193467.2
XP_018451212.1 NP_563829.1
XP_018451217.1 NP_001184994.1
XP_018451225.1 NP_172432.1
XP_018451227.1 NP_001322821.1
XP_018451229.1 NP_001322820.1
XP_018451230.1 NP_001190775.1
XP_018451235.1 NP_001030977.1
XP_018451241.1 NP_175811.1
XP_018451242.1 NP_563676.1
XP_018451246.1 NP_172707.1
XP_018451261.1 NP_568014.1
XP_018451266.1 NP_171974.1
XP_018451268.1 NP_001077611.1
XP_018451269.1 NP_001117366.1
XP_018451271.1 NP_194939.1
XP_018451277.1 NP_174690.1
XP_018451282.1 NP_193156.2
XP_018451284.1 NP_193129.1
XP_018451287.1 NP_172971.1
XP_018451288.1 NP_564384.1
XP_018451289.1 NP_174462.1
XP_018451290.1 NP_193739.1
XP_018451293.1 NP_172332.1
XP_018451295.1 NP_173515.2
XP_018451298.1 NP_198313.2
XP_018451302.1 NP_193760.1
XP_018451307.1 NP_175157.1
XP_018451308.1 NP_973983.1
XP_018451309.1 NP_175156.1
XP_018451314.1 NP_196344.2
XP_018451317.1 NP_001184965.1
XP_018451319.1 NP_001328884.1
XP_018451324.1 NP_171991.1
XP_018451325.1 NP_194907.1
XP_018451327.1 NP_001326977.1
XP_018451328.1 NP_568054.1
XP_018451333.1 NP_001329775.1
XP_018451335.1 NP_001190723.1
XP_018451336.1 NP_001031007.1
XP_018451339.1 NP_001117383.1
XP_018451341.1 NP_173676.2
XP_018451343.1 NP_173672.1
XP_018451344.1 NP_001078455.1
XP_018451349.1 NP_171818.1
XP_018451354.1 NP_001329548.1
XP_018451357.1 NP_173010.1
XP_018451359.1 NP_001119098.1
XP_018451361.1 NP_174112.1
XP_018451363.1 NP_001319093.1
XP_018451367.1 NP_564103.1
XP_018451370.1 NP_193170.1
XP_018451372.1 NP_193106.3
XP_018451374.1 NP_172746.2
XP_018451381.1 NP_001077465.1
XP_018451390.1 NP_171815.3
XP_018451394.1 NP_001321206.1
XP_018451400.1 NP_001319189.1
XP_018451401.1 NP_172865.1
XP_018451403.1 NP_001320064.1
XP_018451412.1 NP_196040.1
XP_018451413.1 NP_001321545.1
XP_018451417.1 NP_196038.1
XP_018451418.1 NP_200743.1
XP_018451419.1 NP_175264.3
XP_018451422.1 NP_564021.1
XP_018451426.1 NP_001319939.1
XP_018451428.1 NP_567763.2
XP_018451430.1 NP_001323358.1
XP_018451435.1 NP_564287.1
XP_018451438.1 NP_567905.1
XP_018451440.1 NP_197377.2
XP_018451442.1 NP_179580.1
XP_018451447.1 NP_680755.2
XP_018451448.1 NP_564479.1
XP_018451458.1 NP_564525.1
XP_018451459.1 NP_564526.1
XP_018451462.1 NP_175933.1
XP_018451464.1 NP_195583.1
XP_018451468.1 NP_175406.1
XP_018451471.1 NP_193167.3
XP_018451473.1 NP_174336.1
XP_018451475.1 NP_172980.3
XP_018451484.1 NP_193071.2
XP_018451486.1 NP_174979.5
XP_018451487.1 NP_194716.1
XP_018451489.1 NP_193821.1
XP_018451504.1 NP_680769.4
XP_018451505.1 NP_001031626.1
XP_018451506.1 NP_567408.1
XP_018451512.1 NP_567546.1
XP_018451513.1 NP_567545.1
XP_018451514.1 NP_172283.1
XP_018451516.1 NP_195321.1
XP_018451517.1 NP_195629.2
XP_018451519.1 NP_173281.1
XP_018451520.1 NP_564052.1
XP_018451521.1 NP_175947.1
XP_018451525.1 NP_564495.1
XP_018451527.1 NP_567994.1
XP_018451529.1 NP_001321623.1
XP_018451531.1 NP_568045.1
XP_018451532.1 NP_567495.1
XP_018451534.1 NP_974560.1
XP_018451536.1 NP_193373.3
XP_018451537.1 NP_567460.1
XP_018451541.1 NP_563758.1
XP_018451542.1 NP_974653.1
XP_018451545.1 NP_173920.1
XP_018451546.1 NP_001322628.1
XP_018451553.1 NP_567762.1
XP_018451554.1 NP_001332513.1
XP_018451555.1 NP_568526.1
XP_018451556.1 NP_175906.1
XP_018451560.1 NP_001184916.1
XP_018451562.1 NP_001190837.1
XP_018451563.1 NP_567973.1
XP_018451566.1 NP_001319981.1
XP_018451567.1 NP_001031662.1
XP_018451569.1 NP_001330448.1
XP_018451578.1 NP_001321087.1
XP_018451579.1 NP_568052.1
XP_018451580.1 NP_567405.1
XP_018451586.1 NP_567449.1
XP_018451588.1 NP_172786.1
XP_018451598.1 NP_172668.1
XP_018451603.1 NP_001077679.1
XP_018451608.1 NP_001328802.1
XP_018451609.1 NP_174335.4
XP_018451612.1 NP_564115.1
XP_018451613.1 NP_564528.1
XP_018451617.1 NP_001321516.1
XP_018451622.1 NP_564651.1
XP_018451626.1 NP_001321104.1
XP_018451627.1 NP_001329347.1
XP_018451629.1 NP_171872.2
XP_018451632.1 NP_001323262.1
XP_018451639.1 NP_564625.1
XP_018451640.1 NP_001185059.1
XP_018451641.1 NP_001031293.1
XP_018451648.1 NP_194749.1
XP_018451656.1 NP_174343.4
XP_018451660.1 NP_001031185.1
XP_018451667.1 NP_200806.2
XP_018451668.1 NP_173272.2
XP_018451669.1 NP_195591.1
XP_018451670.1 NP_174309.1
XP_018451671.1 NP_001031113.1
XP_018451675.1 NP_172448.1
XP_018451676.1 NP_563852.1
XP_018451678.1 NP_568388.1
XP_018451681.1 NP_001185128.1
XP_018451684.1 NP_193724.2
XP_018451685.1 NP_001031969.1
XP_018451687.1 NP_190574.1
XP_018451688.1 NP_174697.1
XP_018451690.1 NP_175369.1
XP_018451693.1 NP_175409.1
XP_018451694.1 NP_172998.1
XP_018451696.1 NP_568066.1
XP_018451698.1 NP_173540.2
XP_018451699.1 NP_194940.2
XP_018451700.1 NP_175418.1
XP_018451701.1 NP_564560.1
XP_018451702.1 NP_563759.1
XP_018451704.1 NP_174684.2
XP_018451705.1 NP_973961.1
XP_018451710.1 NP_564623.2
XP_018451711.1 NP_973754.2
XP_018451715.1 NP_001319916.1
XP_018451719.1 NP_563719.1
XP_018451722.1 NP_566772.1
XP_018451724.1 NP_198287.3
XP_018451725.1 NP_174702.1
XP_018451731.1 NP_200845.1
XP_018451737.1 NP_001321995.1
XP_018451739.1 NP_173334.1
XP_018451741.1 NP_564368.1
XP_018451743.1 NP_001322001.1
XP_018451744.1 NP_564369.1
XP_018451745.1 NP_194549.1
XP_018451746.1 NP_564653.1
XP_018451747.1 NP_175816.1
XP_018451749.1 NP_173351.1
XP_018451750.1 NP_195064.2
XP_018451754.1 NP_001319121.1
XP_018451755.1 NP_001319122.1
XP_018451763.1 NP_187062.1
XP_018451764.1 NP_175432.2
XP_018451770.1 NP_173140.1
XP_018451774.1 NP_174212.2
XP_018451780.1 NP_195210.2
XP_018451781.1 NP_173893.1
XP_018451784.1 NP_197055.2
XP_018451786.1 NP_001327729.1
XP_018451788.1 NP_193488.2
XP_018451789.1 NP_198317.1
XP_018451790.1 NP_564504.1
XP_018451793.1 NP_568030.1
XP_018451796.1 NP_195427.1
XP_018451797.1 NP_198428.1
XP_018451800.1 NP_174397.2
XP_018451801.1 NP_194882.2
XP_018451802.1 NP_195169.3
XP_018451803.1 NP_001321583.1
XP_018451805.1 NP_564312.1
XP_018451809.1 NP_175129.3
XP_018451812.1 NP_564342.1
XP_018451813.1 NP_001322468.1
XP_018451816.1 NP_195271.2
XP_018451821.1 NP_195270.1
XP_018451824.1 NP_567585.1
XP_018451827.1 NP_001320637.1
XP_018451828.1 NP_194275.2
XP_018451829.1 NP_175610.1
XP_018451830.1 NP_001031104.1
XP_018451835.1 NP_001331187.1
XP_018451836.1 NP_001077622.1
XP_018451837.1 NP_172054.3
XP_018451838.1 NP_001030976.1
XP_018451839.1 NP_172055.1
XP_018451845.1 NP_195390.2
XP_018451853.1 NP_174525.1
XP_018451854.1 NP_001154352.1
XP_018451855.1 NP_176007.1
XP_018451856.1 NP_193043.2
XP_018451857.1 NP_193040.2
XP_018451865.1 NP_175801.1
XP_018451866.1 NP_172335.1
XP_018451868.1 NP_172712.1
XP_018451869.1 NP_172680.1
XP_018451874.1 NP_567559.1
XP_018451880.1 NP_001030953.1
XP_018451881.1 NP_563697.1
XP_018451882.1 NP_171895.2
XP_018451883.1 NP_568046.1
XP_018451889.1 NP_172632.1
XP_018451891.1 NP_567881.1
XP_018451893.1 NP_001328538.1
XP_018451899.1 NP_193699.1
XP_018451906.1 NP_193034.1
XP_018451908.1 NP_565040.2
XP_018451909.1 NP_568058.1
XP_018451912.1 NP_564684.1
XP_018451913.1 NP_174286.1
XP_018451914.1 NP_175641.1
XP_018451915.1 NP_174067.2
XP_018451916.1 NP_001077672.1
XP_018451919.1 NP_196152.2
XP_018451920.1 NP_174313.1
XP_018451925.1 NP_174791.2
XP_018451927.1 NP_174084.1
XP_018451929.1 NP_001117384.1
XP_018451931.1 NP_001190361.1
XP_018451940.1 NP_680199.1
XP_018451945.1 NP_001328432.1
XP_018451947.1 NP_567560.2
XP_018451950.1 NP_001328501.1
XP_018451953.1 NP_001077554.1
XP_018451960.1 NP_001031255.1
XP_018451963.1 NP_001031363.1
XP_018451964.1 NP_176382.2
XP_018451965.1 NP_177209.1
XP_018451966.1 NP_198048.1
XP_018451968.1 NP_001319256.1
XP_018451970.1 NP_200076.2
XP_018451971.1 NP_001332432.1
XP_018451972.1 NP_567227.1
XP_018451977.1 NP_189460.1
XP_018451978.1 NP_001332431.1
XP_018451979.1 NP_001031205.1
XP_018451981.1 NP_564926.1
XP_018451983.1 NP_001031232.1
XP_018451985.1 NP_001031189.1
XP_018451988.1 NP_568767.2
XP_018451989.1 NP_568901.1
XP_018451990.1 NP_200728.2
XP_018451991.1 NP_851219.1
XP_018451996.1 NP_564946.1
XP_018451997.1 NP_001332230.1
XP_018452002.1 NP_200067.1
XP_018452003.1 NP_200647.1
XP_018452004.1 NP_199826.1
XP_018452008.1 NP_200132.2
XP_018452011.1 NP_564662.1
XP_018452012.1 NP_177109.3
XP_018452013.1 NP_177102.1
XP_018452016.1 NP_001318171.1
XP_018452018.1 NP_568812.1
XP_018452020.1 NP_176497.1
XP_018452021.1 NP_564808.1
XP_018452023.1 NP_001322348.1
XP_018452025.1 NP_001185350.1
XP_018452026.1 NP_177315.1
XP_018452027.1 NP_192174.2
XP_018452028.1 NP_849290.1
XP_018452030.1 NP_200798.1
XP_018452032.1 NP_201087.3
XP_018452033.1 NP_190669.1
XP_018452035.1 NP_178182.1
XP_018452036.1 NP_187726.2
XP_018452039.1 NP_567228.1
XP_018452040.1 NP_177014.1
XP_018452042.1 NP_199137.2
XP_018452044.1 NP_001328779.1
XP_018452045.1 NP_192919.1
XP_018452046.1 NP_176620.1
XP_018452049.1 NP_001320636.1
XP_018452051.1 NP_176433.2
XP_018452052.1 NP_565032.2
XP_018452053.1 NP_199196.1
XP_018452054.1 NP_201297.1
XP_018452055.1 NP_680447.1
XP_018452057.1 NP_567273.1
XP_018452059.1 NP_192395.1
XP_018452062.1 NP_001322407.1
XP_018452063.1 NP_176516.1
XP_018452064.1 NP_176520.1
