XM_018625787.1	gene-LOC108852278
XM_018618948.1	gene-LOC108845772
XR_001948564.1	gene-LOC108845914
XM_018618458.1	gene-LOC108845206
XM_018617786.1	gene-LOC108844520
XM_018617866.1	gene-LOC108844585
XM_018617888.1	gene-LOC108844605
XM_018617885.1	gene-LOC108844605
XM_018617886.1	gene-LOC108844605
XM_018617887.1	gene-LOC108844605
XM_018617884.1	gene-LOC108844605
XM_018620650.1	gene-LOC108847410
XM_018618893.1	gene-LOC108845727
Parent=gene-LOC108846383	gene-LOC108846383
XM_018619448.1	gene-LOC108846223
XM_018619128.1	gene-LOC108845928
XM_018621461.1	gene-LOC108848054
XM_018617772.1	gene-LOC108844505
XM_018617771.1	gene-LOC108844505
XM_018617912.1	gene-LOC108844629
XM_018617839.1	gene-LOC108844563
XM_018617990.1	gene-LOC108844702
XM_018617787.1	gene-LOC108844521
XM_018619276.1	gene-LOC108846068
XM_018617919.1	gene-LOC108844635
XM_018618459.1	gene-LOC108845207
XR_001948704.1	gene-LOC108846732
XM_018618039.1	gene-LOC108844744
XM_018618040.1	gene-LOC108844744
Parent=gene-LOC108845208	gene-LOC108845208
XM_018617248.1	gene-LOC108844050
XM_018617249.1	gene-LOC108844050
XM_018618460.1	gene-LOC108845209
XM_018617767.1	gene-LOC108844501
XM_018621082.1	gene-LOC108847754
XM_018621083.1	gene-LOC108847755
XM_018618461.1	gene-LOC108845210
XM_018619036.1	gene-LOC108845842
XM_018617091.1	gene-LOC108843929
XM_018619499.1	gene-LOC108846277
XM_018617114.1	gene-LOC108843950
Parent=gene-LOC108845212	gene-LOC108845212
XM_018619246.1	gene-LOC108846041
XM_018619425.1	gene-LOC108846201
XM_018619426.1	gene-LOC108846201
XM_018619427.1	gene-LOC108846201
XM_018619762.1	gene-LOC108846536
XM_018617273.1	gene-LOC108844069
XM_018617593.1	gene-LOC108844350
XM_018617594.1	gene-LOC108844350
XM_018620444.1	gene-LOC108847248
XM_018620445.1	gene-LOC108847248
XM_018620448.1	gene-LOC108847249
XM_018620447.1	gene-LOC108847249
XM_018620446.1	gene-LOC108847249
XM_018620450.1	gene-LOC108847251
XM_018620449.1	gene-LOC108847250
XM_018617917.1	gene-LOC108844633
XM_018620020.1	gene-LOC108846819
XM_018619700.1	gene-LOC108846472
XM_018621216.1	gene-LOC108847856
XM_018620819.1	gene-LOC108847553
XM_018620817.1	gene-LOC108847552
XM_018620818.1	gene-LOC108847552
XM_018618463.1	gene-LOC108845213
XM_018618464.1	gene-LOC108845214
XM_018620191.1	gene-LOC108847020
XM_018620008.1	gene-LOC108846807
Parent=gene-LOC108844509	gene-LOC108844509
XR_001948614.1	gene-LOC108846207
XR_001948613.1	gene-LOC108846207
XM_018619422.1	gene-LOC108846198
XM_018618465.1	gene-LOC108845215
Parent=gene-LOC108847009	gene-LOC108847009
XM_018617675.1	gene-LOC108844417
XM_018620995.1	gene-LOC108847676
XM_018620997.1	gene-LOC108847679
XM_018620996.1	gene-LOC108847678
Parent=gene-LOC108845216	gene-LOC108845216
XM_018618466.1	gene-LOC108845217
Parent=gene-LOC108847677	gene-LOC108847677
XM_018620922.1	gene-LOC108847627
XM_018620924.1	gene-LOC108847627
XM_018620925.1	gene-LOC108847627
XM_018620918.1	gene-LOC108847627
XM_018620919.1	gene-LOC108847627
XM_018620917.1	gene-LOC108847627
XM_018620920.1	gene-LOC108847627
XM_018620923.1	gene-LOC108847627
XM_018618952.1	gene-LOC108845777
XM_018618953.1	gene-LOC108845778
Parent=gene-LOC108847615	gene-LOC108847615
XM_018620898.1	gene-LOC108847614
XM_018620900.1	gene-LOC108847614
XM_018620901.1	gene-LOC108847614
XM_018620895.1	gene-LOC108847614
XM_018620896.1	gene-LOC108847614
XM_018620894.1	gene-LOC108847614
XM_018620897.1	gene-LOC108847614
XM_018620899.1	gene-LOC108847614
XM_018618468.1	gene-LOC108845219
XM_018620680.1	gene-LOC108847438
XM_018620682.1	gene-LOC108847441
XM_018620681.1	gene-LOC108847440
XM_018619917.1	gene-LOC108846715
Parent=gene-LOC108845220	gene-LOC108845220
XM_018617036.1	gene-LOC108843887
XM_018617035.1	gene-LOC108843887
XM_018617037.1	gene-LOC108843887
XM_018617034.1	gene-LOC108843887
XM_018617106.1	gene-LOC108843943
XM_018617105.1	gene-LOC108843943
XM_018619298.1	gene-LOC108846089
XM_018617174.1	gene-LOC108843993
XM_018619354.1	gene-LOC108846134
Parent=gene-LOC108845221	gene-LOC108845221
XR_001948375.1	gene-LOC108844064
XR_001948376.1	gene-LOC108844064
XR_001948374.1	gene-LOC108844064
XR_001948373.1	gene-LOC108844064
XR_001948377.1	gene-LOC108844064
XR_001948371.1	gene-LOC108844064
XR_001948372.1	gene-LOC108844064
XR_001948378.1	gene-LOC108844064
XM_018617264.1	gene-LOC108844064
XM_018617266.1	gene-LOC108844064
XM_018617374.1	gene-LOC108844158
XM_018619685.1	gene-LOC108846457
XM_018619686.1	gene-LOC108846457
XM_018617397.1	gene-LOC108844179
XM_018619775.1	gene-LOC108846549
XM_018619973.1	gene-LOC108846766
XM_018619974.1	gene-LOC108846766
XM_018621394.1	gene-LOC108847997
XM_018620033.1	gene-LOC108846834
XM_018620028.1	gene-LOC108846825
XM_018617497.1	gene-LOC108844275
XM_018620041.1	gene-LOC108846846
XM_018618470.1	gene-LOC108845222
XM_018619824.1	gene-LOC108846608
XM_018621478.1	gene-LOC108848071
XM_018621479.1	gene-LOC108848071
XM_018621480.1	gene-LOC108848072
XM_018617386.1	gene-LOC108844172
TRNAT-UGU-4	gene-TRNAT-UGU
XM_018617423.1	gene-LOC108844201
XM_018619833.1	gene-LOC108846618
XM_018618471.1	gene-LOC108845223
XR_001948900.1	gene-LOC108847194
XR_001948899.1	gene-LOC108847194
XM_018618472.1	gene-LOC108845224
XM_018618473.1	gene-LOC108845225
Parent=gene-LOC108845226	gene-LOC108845226
XM_018618474.1	gene-LOC108845227
XM_018618475.1	gene-LOC108845228
Parent=gene-LOC108845230	gene-LOC108845230
XM_018620400.1	gene-LOC108847213
XM_018620397.1	gene-LOC108847210
XM_018620396.1	gene-LOC108847209
XM_018620399.1	gene-LOC108847211
XM_018620398.1	gene-LOC108847211
XR_001948681.1	gene-LOC108846623
XR_001948680.1	gene-LOC108846623
XR_001948947.1	gene-LOC108847342
XM_018620559.1	gene-LOC108847342
XM_018620560.1	gene-LOC108847342
XM_018620558.1	gene-LOC108847341
XM_018620557.1	gene-LOC108847341
XM_018618476.1	gene-LOC108845231
XM_018619262.1	gene-LOC108846055
XM_018619899.1	gene-LOC108846697
XM_018619488.1	gene-LOC108846263
Parent=gene-LOC108845920	gene-LOC108845920
Parent=gene-LOC108845232	gene-LOC108845232
XM_018617141.1	gene-LOC108843968
Parent=gene-LOC108845233	gene-LOC108845233
XM_018618478.1	gene-LOC108845234
XM_018618479.1	gene-LOC108845235
XM_018620088.1	gene-LOC108846903
XM_018620087.1	gene-LOC108846903
XM_018617472.1	gene-LOC108844250
XM_018618480.1	gene-LOC108845236
XM_018619177.1	gene-LOC108845973
XM_018617858.1	gene-LOC108844577
XM_018618481.1	gene-LOC108845237
XM_018617280.1	gene-LOC108844078
XM_018617279.1	gene-LOC108844077
XM_018621470.1	gene-LOC108848063
XR_001948434.1	gene-LOC108844313
Parent=gene-LOC108843936	gene-LOC108843936
XM_018618482.1	gene-LOC108845238
XM_018618483.1	gene-LOC108845240
XM_018617719.1	gene-LOC108844459
XM_018619411.1	gene-LOC108846186
XR_001948435.1	gene-LOC108844321
XM_018617555.1	gene-LOC108844318
XM_018617554.1	gene-LOC108844318
XM_018617552.1	gene-LOC108844317
XM_018617553.1	gene-LOC108844317
XM_018619092.1	gene-LOC108845891
XM_018620435.1	gene-LOC108847243
XR_001948916.1	gene-LOC108847244
XR_001948920.1	gene-LOC108847244
XR_001948926.1	gene-LOC108847244
XR_001948919.1	gene-LOC108847244
XR_001948917.1	gene-LOC108847244
XR_001948918.1	gene-LOC108847244
XR_001948915.1	gene-LOC108847244
XR_001948914.1	gene-LOC108847244
XR_001948928.1	gene-LOC108847244
XR_001948927.1	gene-LOC108847244
XR_001948921.1	gene-LOC108847244
XR_001948925.1	gene-LOC108847244
XR_001948922.1	gene-LOC108847244
XR_001948923.1	gene-LOC108847244
XR_001948924.1	gene-LOC108847244
XM_018620436.1	gene-LOC108847244
XM_018620437.1	gene-LOC108847244
XM_018620439.1	gene-LOC108847244
XM_018620438.1	gene-LOC108847244
XM_018620440.1	gene-LOC108847245
XM_018620441.1	gene-LOC108847245
XM_018620442.1	gene-LOC108847245
XM_018620637.1	gene-LOC108847404
XM_018620635.1	gene-LOC108847404
XM_018620636.1	gene-LOC108847404
XM_018620634.1	gene-LOC108847403
XR_001948953.1	gene-LOC108847405
XM_018620638.1	gene-LOC108847405
XR_001948820.1	gene-LOC108846815
XM_018618484.1	gene-LOC108845241
XM_018618486.1	gene-LOC108845242
XM_018620935.1	gene-LOC108847634
XM_018620936.1	gene-LOC108847635
XR_001948975.1	gene-LOC108847636
XR_001948850.1	gene-LOC108846972
XR_001948851.1	gene-LOC108846972
XM_018620979.1	gene-LOC108847668
XM_018620978.1	gene-LOC108847668
XM_018620980.1	gene-LOC108847668
XM_018620976.1	gene-LOC108847667
XM_018620940.1	gene-LOC108847643
XM_018618487.1	gene-LOC108845243
XM_018618488.1	gene-LOC108845244
XM_018619216.1	gene-LOC108846008
XM_018619217.1	gene-LOC108846008
XM_018618489.1	gene-LOC108845245
XM_018619219.1	gene-LOC108846009
XM_018619218.1	gene-LOC108846009
XM_018618490.1	gene-LOC108845246
TRNAG-GCC-7	gene-TRNAG-GCC
Parent=gene-LOC108845248	gene-LOC108845248
XM_018619538.1	gene-LOC108846314
XM_018618491.1	gene-LOC108845249
XM_018619323.1	gene-LOC108846109
XM_018619321.1	gene-LOC108846109
XM_018619322.1	gene-LOC108846109
XM_018619320.1	gene-LOC108846109
XM_018620182.1	gene-LOC108847011
Parent=gene-LOC108846114	gene-LOC108846114
XM_018619326.1	gene-LOC108846115
XM_018618019.1	gene-LOC108844726
Parent=gene-LOC108845250	gene-LOC108845250
TRNAS-GCU-5	gene-TRNAS-GCU
XM_018617424.1	gene-LOC108844202
XM_018617425.1	gene-LOC108844202
XM_018619418.1	gene-LOC108846195
XM_018619419.1	gene-LOC108846195
XM_018619508.1	gene-LOC108846286
XM_018619510.1	gene-LOC108846286
XM_018619093.1	gene-LOC108845892
XM_018619547.1	gene-LOC108846323
XR_001948845.1	gene-LOC108846956
XR_001948844.1	gene-LOC108846948
Parent=gene-LOC108845251	gene-LOC108845251
XM_018620600.1	gene-LOC108847374
XM_018620603.1	gene-LOC108847375
XM_018620602.1	gene-LOC108847375
XM_018620601.1	gene-LOC108847375
XM_018620604.1	gene-LOC108847376
XM_018620605.1	gene-LOC108847377
XM_018620606.1	gene-LOC108847379
XR_001948951.1	gene-LOC108847380
XM_018620809.1	gene-LOC108847543
XM_018620555.1	gene-LOC108847339
XM_018620556.1	gene-LOC108847340
XM_018617480.1	gene-LOC108844260
Parent=gene-LOC108846523	gene-LOC108846523
XM_018618493.1	gene-LOC108845252
XM_018618494.1	gene-LOC108845253
Parent=gene-LOC108846467	gene-LOC108846467
XM_018617619.1	gene-LOC108844371
Parent=gene-LOC108845254	gene-LOC108845254
XR_001948484.1	gene-LOC108844623
XM_018617907.1	gene-LOC108844623
XM_018617906.1	gene-LOC108844623
XM_018617565.1	gene-LOC108844328
XM_018617564.1	gene-LOC108844327
XM_018618495.1	gene-LOC108845255
Parent=gene-LOC108845256	gene-LOC108845256
XM_018619121.1	gene-LOC108845921
XR_001948590.1	gene-LOC108846020
XM_018619230.1	gene-LOC108846020
XM_018621214.1	gene-LOC108847853
XM_018621213.1	gene-LOC108847852
XM_018621212.1	gene-LOC108847852
Parent=gene-LOC108844508	gene-LOC108844508
XM_018617186.1	gene-LOC108844001
XM_018617185.1	gene-LOC108844001
XM_018618982.1	gene-LOC108845806
XM_018618979.1	gene-LOC108845806
XM_018618981.1	gene-LOC108845806
XM_018618980.1	gene-LOC108845806
XM_018618496.1	gene-LOC108845257
XM_018617233.1	gene-LOC108844039
XM_018619432.1	gene-LOC108846206
XM_018619968.1	gene-LOC108846761
Parent=gene-LOC108845258	gene-LOC108845258
XM_018619205.1	gene-LOC108845999
XR_001948460.1	gene-LOC108844452
XR_001948459.1	gene-LOC108844452
XR_001948455.1	gene-LOC108844452
XR_001948458.1	gene-LOC108844452
XR_001948456.1	gene-LOC108844452
XR_001948457.1	gene-LOC108844452
XM_018619779.1	gene-LOC108846552
XM_018619258.1	gene-LOC108846051
XR_001948368.1	gene-LOC108844058
XR_001948370.1	gene-LOC108844058
XR_001948369.1	gene-LOC108844058
XR_001948615.1	gene-LOC108846214
XM_018619103.1	gene-LOC108845903
XM_018619282.1	gene-LOC108846077
XM_018617322.1	gene-LOC108844109
XM_018617321.1	gene-LOC108844109
XM_018619330.1	gene-LOC108846119
Parent=gene-LOC108845259	gene-LOC108845259
XR_001948668.1	gene-LOC108846531
XR_001948634.1	gene-LOC108846354
XM_018621456.1	gene-LOC108848050
XM_018620545.1	gene-LOC108847330
XM_018620546.1	gene-LOC108847331
XM_018620543.1	gene-LOC108847328
XM_018620544.1	gene-LOC108847329
XM_018621457.1	gene-LOC108848051
XM_018621459.1	gene-LOC108848051
XM_018621458.1	gene-LOC108848051
XM_018617362.1	gene-LOC108844144
XM_018617363.1	gene-LOC108844144
XM_018618497.1	gene-LOC108845261
XR_001948687.1	gene-LOC108846638
XM_018619249.1	gene-LOC108846043
XM_018617605.1	gene-LOC108844361
XM_018617604.1	gene-LOC108844361
XR_001948454.1	gene-LOC108844449
XR_001948453.1	gene-LOC108844449
XM_018619310.1	gene-LOC108846101
XR_001948624.1	gene-LOC108846270
XM_018619518.1	gene-LOC108846295
XM_018620848.1	gene-LOC108847573
XM_018620847.1	gene-LOC108847572
XM_018619193.1	gene-LOC108845989
XM_018619194.1	gene-LOC108845989
XM_018617143.1	gene-LOC108843970
XM_018620989.1	gene-LOC108847674
XM_018620991.1	gene-LOC108847674
XM_018620990.1	gene-LOC108847674
XM_018620992.1	gene-LOC108847674
XM_018620993.1	gene-LOC108847674
XM_018620987.1	gene-LOC108847673
XM_018620988.1	gene-LOC108847673
XR_001948653.1	gene-LOC108846428
XM_018618977.1	gene-LOC108845803
XM_018619165.1	gene-LOC108845959
XM_018619590.1	gene-LOC108846357
XR_001948981.1	gene-LOC108847650
XR_001948978.1	gene-LOC108847650
XR_001948979.1	gene-LOC108847650
XR_001948980.1	gene-LOC108847650
XM_018620953.1	gene-LOC108847650
XM_018619827.1	gene-LOC108846612
XM_018619828.1	gene-LOC108846613
XM_018619826.1	gene-LOC108846610
XM_018618498.1	gene-LOC108845262
XM_018619094.1	gene-LOC108845893
XM_018619095.1	gene-LOC108845893
XM_018618500.1	gene-LOC108845263
XM_018619090.1	gene-LOC108845890
XM_018619091.1	gene-LOC108845890
XR_001948558.1	gene-LOC108845898
XM_018619712.1	gene-LOC108846485
XM_018618501.1	gene-LOC108845264
XM_018618502.1	gene-LOC108845265
XM_018618503.1	gene-LOC108845266
XM_018619302.1	gene-LOC108846093
XM_018620458.1	gene-LOC108847260
XR_001948995.1	gene-LOC108847774
XM_018618504.1	gene-LOC108845268
XM_018621103.1	gene-LOC108847773
XM_018621104.1	gene-LOC108847773
XM_018621102.1	gene-LOC108847773
XR_001948935.1	gene-LOC108847255
XR_001948937.1	gene-LOC108847255
XR_001948934.1	gene-LOC108847255
XR_001948936.1	gene-LOC108847255
XM_018618505.1	gene-LOC108845269
XM_018618508.1	gene-LOC108845270
XM_018619789.1	gene-LOC108846566
Parent=gene-LOC108847222	gene-LOC108847222
XR_001948706.1	gene-LOC108846767
XR_001948707.1	gene-LOC108846767
Parent=gene-LOC108846634	gene-LOC108846634
XM_018619839.1	gene-LOC108846626
XM_018617415.1	gene-LOC108844194
XM_018621340.1	gene-LOC108847956
XM_018617855.1	gene-LOC108844575
XM_018620063.1	gene-LOC108846879
XR_001948832.1	gene-LOC108846861
XM_018620047.1	gene-LOC108846860
XM_018618509.1	gene-LOC108845271
XM_018619456.1	gene-LOC108846234
XM_018619455.1	gene-LOC108846233
XM_018618510.1	gene-LOC108845272
XM_018619986.1	gene-LOC108846781
XM_018619473.1	gene-LOC108846249
XM_018619472.1	gene-LOC108846249
XM_018617097.1	gene-LOC108843935
XR_001948657.1	gene-LOC108846471
Parent=gene-LOC108845274	gene-LOC108845274
XM_018618512.1	gene-LOC108845275
XM_018618513.1	gene-LOC108845276
XM_018618514.1	gene-LOC108845277
Parent=gene-LOC108846032	gene-LOC108846032
XM_018621399.1	gene-LOC108848002
Parent=gene-LOC108845278	gene-LOC108845278
XM_018618515.1	gene-LOC108845279
XM_018619742.1	gene-LOC108846511
XM_018618516.1	gene-LOC108845281
XM_018618517.1	gene-LOC108845282
XM_018620219.1	gene-LOC108847050
XM_018618518.1	gene-LOC108845283
XM_018617896.1	gene-LOC108844613
XM_018619248.1	gene-LOC108846042
XM_018619247.1	gene-LOC108846042
XM_018619239.1	gene-LOC108846031
XM_018620695.1	gene-LOC108847451
XM_018620696.1	gene-LOC108847453
XM_018620561.1	gene-LOC108847343
XM_018620562.1	gene-LOC108847343
XM_018619430.1	gene-LOC108846204
Parent=gene-LOC108845284	gene-LOC108845284
XM_018618956.1	gene-LOC108845781
Parent=gene-LOC108845285	gene-LOC108845285
XR_001949005.1	gene-LOC108847830
XM_018621178.1	gene-LOC108847830
XM_018621180.1	gene-LOC108847833
XM_018621179.1	gene-LOC108847832
XM_018621091.1	gene-LOC108847762
XM_018617606.1	gene-LOC108844362
Parent=gene-LOC108845286	gene-LOC108845286
Parent=gene-LOC108845287	gene-LOC108845287
XM_018620504.1	gene-LOC108847297
XM_018620505.1	gene-LOC108847298
XM_018620506.1	gene-LOC108847299
XM_018620192.1	gene-LOC108847022
XM_018618520.1	gene-LOC108845288
Parent=gene-LOC108845289	gene-LOC108845289
XM_018619606.1	gene-LOC108846375
XM_018620669.1	gene-LOC108847425
XM_018620672.1	gene-LOC108847427
XM_018620670.1	gene-LOC108847426
XM_018620671.1	gene-LOC108847426
XM_018617293.1	gene-LOC108844090
XM_018617294.1	gene-LOC108844090
XR_001948596.1	gene-LOC108846059
XR_001948597.1	gene-LOC108846059
XR_001948598.1	gene-LOC108846059
XM_018617127.1	gene-LOC108843963
XM_018621222.1	gene-LOC108847863
XM_018619844.1	gene-LOC108846632
XM_018621113.1	gene-LOC108847781
XM_018621249.1	gene-LOC108847883
XM_018621248.1	gene-LOC108847883
XM_018617283.1	gene-LOC108844081
XM_018618521.1	gene-LOC108845291
XM_018618975.1	gene-LOC108845801
XM_018617022.1	gene-LOC108843878
XM_018617359.1	gene-LOC108844142
XM_018617360.1	gene-LOC108844142
XM_018617358.1	gene-LOC108844141
XM_018618903.1	gene-LOC108845733
TRNAC-GCA-13	gene-TRNAC-GCA
TRNAK-UUU-6	gene-TRNAK-UUU
TRNAC-GCA-14	gene-TRNAC-GCA
XM_018620741.1	gene-LOC108847494
XM_018617720.1	gene-LOC108844460
XM_018617121.1	gene-LOC108843955
XM_018617118.1	gene-LOC108843955
XM_018617119.1	gene-LOC108843955
XM_018617122.1	gene-LOC108843956
XM_018619035.1	gene-LOC108845841
XM_018619402.1	gene-LOC108846176
XM_018621528.1	gene-LOC108848111
XM_018621529.1	gene-LOC108848111
XR_001948974.1	gene-LOC108847611
XM_018620891.1	gene-LOC108847610
XR_001948672.1	gene-LOC108846538
XM_018619520.1	gene-LOC108846296
XM_018619521.1	gene-LOC108846296
XM_018617711.1	gene-LOC108844453
XM_018617712.1	gene-LOC108844453
XM_018618523.1	gene-LOC108845292
XM_018618524.1	gene-LOC108845293
XM_018617020.1	gene-LOC108843875
XM_018618525.1	gene-LOC108845294
XM_018618526.1	gene-LOC108845295
XM_018619921.1	gene-LOC108846718
XM_018620846.1	gene-LOC108847571
XM_018620849.1	gene-LOC108847574
XM_018620711.1	gene-LOC108847468
XM_018620712.1	gene-LOC108847468
XM_018620710.1	gene-LOC108847467
XM_018617517.1	gene-LOC108844288
XM_018617518.1	gene-LOC108844289
XR_001948643.1	gene-LOC108846388
XM_018618527.1	gene-LOC108845296
XM_018619413.1	gene-LOC108846189
XM_018619414.1	gene-LOC108846189
XM_018621175.1	gene-LOC108847829
XM_018621176.1	gene-LOC108847829
XM_018621177.1	gene-LOC108847829
XM_018620364.1	gene-LOC108847177
XM_018621128.1	gene-LOC108847794
XM_018621127.1	gene-LOC108847792
XM_018619988.1	gene-LOC108846783
XM_018617674.1	gene-LOC108844416
XM_018618528.1	gene-LOC108845297
XM_018619410.1	gene-LOC108846185
XM_018617432.1	gene-LOC108844209
XM_018617433.1	gene-LOC108844210
Parent=gene-LOC108846949	gene-LOC108846949
XM_018618529.1	gene-LOC108845298
XM_018618530.1	gene-LOC108845299
XM_018620965.1	gene-LOC108847658
XR_001948709.1	gene-LOC108846771
XR_001948708.1	gene-LOC108846771
XR_001948710.1	gene-LOC108846771
XR_001948711.1	gene-LOC108846771
XM_018619977.1	gene-LOC108846771
XM_018619978.1	gene-LOC108846771
Parent=gene-LOC108846770	gene-LOC108846770
XR_001948714.1	gene-LOC108846789
XR_001948713.1	gene-LOC108846789
XR_001948715.1	gene-LOC108846789
XR_001948716.1	gene-LOC108846789
XM_018619993.1	gene-LOC108846789
XM_018619994.1	gene-LOC108846789
Parent=gene-LOC108846788	gene-LOC108846788
XM_018618531.1	gene-LOC108845300
XM_018619764.1	gene-LOC108846540
XM_018617267.1	gene-LOC108844065
XM_018618532.1	gene-LOC108845301
XM_018619770.1	gene-LOC108846543
XM_018618533.1	gene-LOC108845302
XM_018618534.1	gene-LOC108845303
Parent=gene-LOC108845304	gene-LOC108845304
XR_001948366.1	gene-LOC108844033
XR_001948363.1	gene-LOC108844033
XR_001948362.1	gene-LOC108844033
XR_001948361.1	gene-LOC108844033
XR_001948365.1	gene-LOC108844033
XR_001948364.1	gene-LOC108844033
XM_018618535.1	gene-LOC108845306
XR_001948367.1	gene-LOC108844035
XM_018618536.1	gene-LOC108845307
XM_018619169.1	gene-LOC108845965
XM_018617950.1	gene-LOC108844664
XM_018617949.1	gene-LOC108844664
XM_018619615.1	gene-LOC108846384
XM_018621432.1	gene-LOC108848028
XM_018618537.1	gene-LOC108845308
XM_018618539.1	gene-LOC108845309
XM_018617679.1	gene-LOC108844419
XM_018617490.1	gene-LOC108844269
XM_018617489.1	gene-LOC108844268
XM_018617976.1	gene-LOC108844688
XM_018617336.1	gene-LOC108844120
XM_018617335.1	gene-LOC108844119
XM_018619237.1	gene-LOC108846029
XM_018617938.1	gene-LOC108844654
XM_018619076.1	gene-LOC108845879
XM_018619074.1	gene-LOC108845879
XM_018619075.1	gene-LOC108845879
XM_018621406.1	gene-LOC108848006
XM_018621407.1	gene-LOC108848006
XM_018621402.1	gene-LOC108848003
XM_018621400.1	gene-LOC108848003
XM_018621401.1	gene-LOC108848003
XM_018621408.1	gene-LOC108848007
XM_018621405.1	gene-LOC108848005
XM_018621409.1	gene-LOC108848008
XM_018621403.1	gene-LOC108848004
XM_018621404.1	gene-LOC108848004
XM_018618540.1	gene-LOC108845310
XM_018619399.1	gene-LOC108846174
XM_018618541.1	gene-LOC108845311
XM_018617079.1	gene-LOC108843919
XM_018617078.1	gene-LOC108843918
XM_018617077.1	gene-LOC108843918
XM_018621120.1	gene-LOC108847786
XM_018621121.1	gene-LOC108847786
XM_018620799.1	gene-LOC108847536
XM_018620797.1	gene-LOC108847536
XM_018620798.1	gene-LOC108847536
XM_018620800.1	gene-LOC108847537
XR_001948699.1	gene-LOC108846699
XM_018619433.1	gene-LOC108846208
XM_018617643.1	gene-LOC108844391
XM_018618542.1	gene-LOC108845312
XM_018618543.1	gene-LOC108845314
